cleaned_content,sentiment
server,0
helpful ai problem server issue please solve,1
good app,2
better copilot google one gemini aries whatever idiotic name not wait ai partner deepseek,2
perfact,1
nothing compare invaluable thank deepseek,2
awesome,2
need add voice assistant language,1
concept innovative amazing facing issue whenever searching showing error message server busy please try later totally irritated,0
increase chat fomt size add temporary chat option,1
bettr chat gpt,1
